Sample Name, Sample-12
Time, February 03 21:23:35 2013
Operator, Kolloid
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 400.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
999.0, 0.3342, 46.32
1000.0, 0.3316, 46.60
1001.0, 0.3293, 46.84
1002.0, 0.3272, 47.07
1003.0, 0.3247, 47.34
1004.0, 0.3224, 47.60
1005.0, 0.3194, 47.93
1006.0, 0.3173, 48.17
1007.0, 0.3147, 48.45
1008.0, 0.3123, 48.71
1009.0, 0.3097, 49.01
1010.0, 0.3068, 49.34
1011.0, 0.3039, 49.67
1012.0, 0.3013, 49.97
1013.0, 0.2995, 50.18
1014.0, 0.2967, 50.50
1015.0, 0.2942, 50.79
1016.0, 0.2921, 51.04
1017.0, 0.2893, 51.37
1018.0, 0.2863, 51.72
1019.0, 0.2837, 52.04
1020.0, 0.2807, 52.40
1021.0, 0.2786, 52.65
1022.0, 0.2758, 52.99
1023.0, 0.2735, 53.27
1024.0, 0.2714, 53.52
1025.0, 0.2686, 53.87
1026.0, 0.2661, 54.19
1027.0, 0.2639, 54.47
1028.0, 0.2620, 54.70
1029.0, 0.2598, 54.99
1030.0, 0.2567, 55.37
1031.0, 0.2548, 55.62
1032.0, 0.2528, 55.87
1033.0, 0.2510, 56.10
1034.0, 0.2487, 56.40
1035.0, 0.2469, 56.64
1036.0, 0.2443, 56.98
1037.0, 0.2432, 57.12
1038.0, 0.2410, 57.41
1039.0, 0.2384, 57.75
1040.0, 0.2375, 57.87
1041.0, 0.2358, 58.11
1042.0, 0.2339, 58.36
1043.0, 0.2325, 58.54
1044.0, 0.2310, 58.75
1045.0, 0.2292, 58.99
1046.0, 0.2267, 59.34
1047.0, 0.2260, 59.43
1048.0, 0.2247, 59.60
1049.0, 0.2235, 59.77
1050.0, 0.2227, 59.88
1051.0, 0.2210, 60.12
1052.0, 0.2203, 60.21
1053.0, 0.2190, 60.40
1054.0, 0.2178, 60.57
1055.0, 0.2167, 60.72
1056.0, 0.2155, 60.88
1057.0, 0.2154, 60.90
1058.0, 0.2143, 61.06
1059.0, 0.2138, 61.12
1060.0, 0.2130, 61.24
1061.0, 0.2318, 58.63
1062.0, 0.2433, 57.11
1063.0, 0.2516, 56.02
1064.0, 0.2110, 61.52
1065.0, 0.2104, 61.61
1066.0, 0.2099, 61.68
1067.0, 0.2094, 61.75
1068.0, 0.2085, 61.87
1069.0, 0.2092, 61.77
1070.0, 0.2088, 61.83
1071.0, 0.2077, 61.99
1072.0, 0.2082, 61.91
1073.0, 0.2088, 61.82
1074.0, 0.2078, 61.98
1075.0, 0.2090, 61.81
1076.0, 0.2090, 61.80
1077.0, 0.2091, 61.79
1078.0, 0.2097, 61.70
1079.0, 0.2097, 61.71
1080.0, 0.2100, 61.65
1081.0, 0.2088, 61.83
1082.0, 0.2105, 61.60
1083.0, 0.2106, 61.57
1084.0, 0.2116, 61.44
1085.0, 0.2111, 61.50
1086.0, 0.2125, 61.31
1087.0, 0.2141, 61.08
1088.0, 0.2142, 61.06
1089.0, 0.2137, 61.14
1090.0, 0.2164, 60.75
1091.0, 0.2162, 60.79
1092.0, 0.2178, 60.56
1093.0, 0.2163, 60.77
1094.0, 0.2182, 60.51
1095.0, 0.2196, 60.32
1096.0, 0.2217, 60.01
1097.0, 0.2214, 60.06
1098.0, 0.2219, 59.99
1099.0, 0.2234, 59.78
1100.0, 0.2232, 59.81
